Customer_ID,Age,Gender,Income_Level,Marital_Status,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Total_Purchase_Amount,Purchase_Channel,Customer_Satisfaction,Payment_Method,Time_of_Purchase,Discount_Used,Purchase_Intent,Shipping_Preference
03-180-9200,39,Male,High,Divorced,Curumaní,Packages),$142.70,6.00,$856.20,In-Store,4,Credit Card,5/17/2024,FALSE,Impulsive,No Preference
46-578-1425,44,Male,High,Divorced,Praia,Animal Feed,$64.09,10.00,$640.90,Online,6,Credit Card,10/20/2024,TRUE,Need-based,Express
13-588-5783,20,Female,Middle,Married,São Cristóvão,Toys & Games,$126.26,2.00,$252.52,Online,6,Debit Card,9/19/2024,TRUE,Planned,Standard
25-085-7917,42,Female,Middle,Single,Pallisa,Hotels,$195.05,5.00,$975.25,In-Store,10,Other,5/21/2024,TRUE,Impulsive,No Preference
66-085-1226,22,Female,Middle,Married,San Pascual,Groceries,$432.84,7.00,"$3,029.88",Mixed,1,Debit Card,02/05/2024,FALSE,Wants-based,No Preference
37-037-1765,30,Male,High,Married,‘Aşīrah ash Shamālīyah,Jewelry & Accessories,$404.12,6.00,"$2,424.72",In-Store,4,Debit Card,2/29/2024,FALSE,Impulsive,Express
48-630-6410,39,Male,High,Divorced,Dom Pedrito,Groceries,$438.26,10.00,"$4,382.60",In-Store,3,Debit Card,07/04/2024,TRUE,Planned,Express
50-471-0212,19,Female,High,Single,San Sebastián de Yalí,Jewelry & Accessories,$233.02,4.00,$932.08,Mixed,3,Cash,10/29/2024,FALSE,Impulsive,Standard
48-642-5768,26,Female,Middle,Widowed,Shchëkino,Packages),$273.41,7.00,"$1,913.87",Online,9,Other,10/17/2024,TRUE,Planned,Standard
15-152-9751,21,Female,High,Married,Turkestan,Furniture,$338.96,10.00,"$3,389.60",Online,9,Debit Card,11/04/2024,TRUE,Wants-based,Standard
23-451-9920,37,Male,Middle,Divorced,Rzeczenica,Luxury Goods,$75.91,12.00,$910.92,Mixed,6,PayPal,11/21/2024,TRUE,Planned,No Preference
09-775-4058,23,Male,High,Married,Perzów,Mobile Accessories,$425.21,12.00,"$5,102.52",Online,4,Other,3/25/2024,TRUE,Planned,Express
43-595-0966,46,Male,Middle,Married,Sabon Gari-Nangere,Software & Apps,$268.80,2.00,$537.60,In-Store,7,Debit Card,4/20/2024,FALSE,Need-based,Standard
56-592-0089,35,Female,Middle,Divorced,Hengshui,Health Care,$170.71,10.00,"$1,707.10",Mixed,9,Credit Card,4/14/2024,TRUE,Planned,No Preference
29-374-1297,33,Non-binary,Middle,Widowed,Nantes,Animal Feed,$444.05,10.00,"$4,440.50",Online,8,PayPal,06/04/2024,TRUE,Wants-based,Standard
80-728-6133,47,Male,Middle,Divorced,Tamorot,Gardening & Outdoors,$255.10,5.00,"$1,275.50",Mixed,1,PayPal,1/28/2024,TRUE,Planned,No Preference
58-502-7490,32,Male,High,Widowed,Sinchao,Health Supplements,$236.44,6.00,"$1,418.64",Mixed,2,PayPal,5/15/2024,FALSE,Impulsive,Standard
23-537-0742,20,Male,Middle,Widowed,Anding,Furniture,$201.69,11.00,"$2,218.59",Mixed,8,Other,7/19/2024,TRUE,Planned,No Preference
22-483-3115,37,Female,High,Single,Rukem,Arts & Crafts,$390.51,6.00,"$2,343.06",Online,2,Cash,4/15/2024,FALSE,Wants-based,Express
57-372-5969,35,Non-binary,High,Divorced,Bogovarovo,Clothing,$442.29,9.00,"$3,980.61",Mixed,2,PayPal,09/11/2024,FALSE,Planned,Express
37-283-9076,18,Female,Middle,Single,Valbo,Furniture,$89.60,7.00,$627.20,In-Store,5,Cash,03/10/2024,FALSE,Planned,Standard
39-075-3518,27,Male,Middle,Widowed,Jaguaruana,Sports & Outdoors,$166.74,6.00,"$1,000.44",Mixed,6,Other,1/14/2024,FALSE,Impulsive,No Preference
84-315-7189,29,Female,High,Married,Ţāqchah Khānah,Mobile Accessories,$299.28,12.00,"$3,591.36",Mixed,9,Debit Card,5/29/2024,FALSE,Wants-based,Standard
75-964-5589,24,Male,High,Widowed,Lipovci,Sports & Outdoors,$404.57,5.00,"$2,022.85",Mixed,7,Debit Card,8/31/2024,FALSE,Need-based,Express
06-594-3417,27,Male,High,Single,Panagyurishte,Software & Apps,$344.81,10.00,"$3,448.10",In-Store,9,Other,12/23/2024,TRUE,Wants-based,Express
08-297-3351,34,Male,High,Single,Thị Trấn Than Uyên,Health Care,$217.84,10.00,"$2,178.40",Online,8,Cash,1/16/2024,TRUE,Wants-based,Standard
05-546-5128,21,Male,Middle,Divorced,Clichy,Sports & Outdoors,$445.34,9.00,"$4,008.06",In-Store,3,Cash,03/04/2024,TRUE,Impulsive,No Preference
79-759-6726,18,Male,High,Widowed,Kłoczew,Home Appliances,$151.73,3.00,$455.19,In-Store,3,Other,9/24/2024,FALSE,Wants-based,Express
12-851-1771,50,Bigender,High,Married,Zhukovo,Electronics,$123.73,9.00,"$1,113.57",Online,5,Credit Card,10/07/2024,FALSE,Need-based,No Preference
79-960-1714,31,Male,Middle,Single,Nyköping,Travel & Leisure (Flights,$370.54,2.00,$741.08,In-Store,9,Credit Card,3/25/2024,TRUE,Impulsive,No Preference
30-417-6981,45,Male,High,Married,Jianmin,Baby Products,$152.87,3.00,$458.61,In-Store,8,Debit Card,8/20/2024,FALSE,Impulsive,Express
91-532-5399,29,Male,Middle,Single,Bucaramanga,Health Supplements,$295.75,4.00,"$1,183.00",Mixed,10,Credit Card,12/07/2024,TRUE,Need-based,Standard
89-997-9041,36,Male,High,Widowed,Kudanding,Office Supplies,$358.11,11.00,"$3,939.21",Mixed,3,Credit Card,09/03/2024,FALSE,Need-based,Standard
26-235-6745,27,Female,High,Widowed,Kyoto,Jewelry & Accessories,$63.60,12.00,$763.20,Mixed,1,PayPal,02/09/2024,FALSE,Wants-based,No Preference
99-080-9462,24,Male,High,Single,Saraburi,Books,$419.53,3.00,"$1,258.59",Mixed,10,Other,3/27/2024,FALSE,Wants-based,Express
87-056-8987,49,Agender,High,Widowed,Negeriagung,Groceries,$491.92,10.00,"$4,919.20",In-Store,1,Credit Card,12/29/2024,FALSE,Wants-based,Standard
06-160-8063,21,Bigender,Middle,Divorced,Latacunga,Sports & Outdoors,$114.44,4.00,$457.76,Online,9,Credit Card,10/20/2024,FALSE,Planned,Express
73-434-2308,19,Female,Middle,Married,Guanzhou,Mobile Accessories,$388.82,10.00,"$3,888.20",Mixed,8,Other,09/03/2024,FALSE,Need-based,No Preference
84-260-6464,23,Female,Middle,Married,Tabuc Pontevedra,Mobile Accessories,$58.32,7.00,$408.24,In-Store,6,PayPal,3/13/2024,TRUE,Need-based,Standard
00-149-4481,28,Female,High,Divorced,Kabale,Groceries,$464.76,2.00,$929.52,Mixed,3,Debit Card,02/04/2024,FALSE,Need-based,No Preference
05-710-6109,27,Female,High,Divorced,Malveira,Home Appliances,$116.92,7.00,$818.44,Mixed,3,Debit Card,3/31/2024,TRUE,Impulsive,No Preference
84-724-8407,47,Female,High,Divorced,Veiga,Jewelry & Accessories,$396.76,8.00,"$3,174.08",Online,4,Cash,7/17/2024,TRUE,Planned,Express
45-795-1873,20,Agender,High,Widowed,Jagistay,Packages),$393.35,7.00,"$2,753.45",Mixed,4,Credit Card,6/16/2024,TRUE,Need-based,No Preference
06-647-3248,26,Female,High,Single,Yuannan,Electronics,$114.03,7.00,$798.21,Mixed,10,Credit Card,4/13/2024,TRUE,Planned,No Preference
06-767-5206,49,Male,High,Single,Mount Darwin,Health Supplements,$109.97,4.00,$439.88,In-Store,5,Credit Card,08/12/2024,TRUE,Wants-based,No Preference
94-288-4423,39,Female,High,Widowed,Qal‘eh-ye Khvājeh,Beauty & Personal Care,$310.23,12.00,"$3,722.76",In-Store,6,PayPal,12/17/2024,TRUE,Impulsive,Express
49-891-9711,22,Male,Middle,Divorced,Veiga,Travel & Leisure (Flights,$383.13,3.00,"$1,149.39",Mixed,6,Cash,9/25/2024,FALSE,Need-based,No Preference
08-806-0588,25,Male,High,Single,Al Qarārah,Health Supplements,$434.86,11.00,"$4,783.46",In-Store,4,Other,6/24/2024,TRUE,Impulsive,Express
94-746-2001,30,Female,Middle,Married,Fandriana,Office Supplies,$489.10,9.00,"$4,401.90",Mixed,4,Credit Card,11/18/2024,TRUE,Need-based,Standard
38-943-5744,19,Polygender,High,Married,Carregueira,Jewelry & Accessories,$288.15,3.00,$864.45,Online,4,Cash,08/06/2024,TRUE,Impulsive,Standard
98-535-8497,35,Male,High,Divorced,Lincheng,Clothing,$105.87,12.00,"$1,270.44",Mixed,1,Cash,9/15/2024,FALSE,Planned,Express
33-243-8793,45,Male,Middle,Widowed,Semenivka,Luxury Goods,$163.40,3.00,$490.20,In-Store,10,Cash,07/08/2024,TRUE,Planned,Standard
99-581-5577,20,Male,High,Single,Yläne,Gardening & Outdoors,$422.92,6.00,"$2,537.52",Mixed,6,Debit Card,10/17/2024,FALSE,Planned,No Preference
64-180-2404,48,Male,Middle,Divorced,Cendagah,Gardening & Outdoors,$361.48,10.00,"$3,614.80",Online,9,Cash,6/16/2024,TRUE,Wants-based,Express
73-097-0986,23,Male,Middle,Single,Fīrūzābād,Hotels,$270.82,2.00,$541.64,In-Store,8,Other,10/30/2024,TRUE,Wants-based,Standard
88-051-0567,49,Female,High,Widowed,Trondheim,Toys & Games,$372.26,11.00,"$4,094.86",In-Store,8,PayPal,8/13/2024,FALSE,Wants-based,Express
44-715-9594,23,Female,Middle,Widowed,Yakovlevo,Electronics,$208.59,3.00,$625.77,Mixed,4,PayPal,09/03/2024,TRUE,Impulsive,Express
84-188-6577,39,Male,Middle,Widowed,Katav-Ivanovsk,Gardening & Outdoors,$163.22,8.00,"$1,305.76",Online,3,PayPal,07/01/2024,FALSE,Wants-based,No Preference
19-116-4723,45,Male,High,Married,Voznesenskoye,Animal Feed,$364.98,7.00,"$2,554.86",In-Store,1,Cash,05/11/2024,TRUE,Wants-based,Standard
21-783-9242,31,Genderqueer,High,Divorced,Voskhod,Groceries,$142.43,3.00,$427.29,In-Store,9,PayPal,9/28/2024,TRUE,Planned,Express
95-528-2313,19,Female,Middle,Married,Gudja,Electronics,$449.72,3.00,"$1,349.16",Mixed,9,Other,2/18/2024,TRUE,Wants-based,Express
94-682-4886,27,Male,Middle,Single,Gawul,Gardening & Outdoors,$241.56,12.00,"$2,898.72",Mixed,5,PayPal,11/28/2024,TRUE,Need-based,Express
55-944-9669,32,Bigender,Middle,Divorced,Sobeok,Clothing,$249.73,5.00,"$1,248.65",Mixed,4,Cash,11/15/2024,TRUE,Wants-based,No Preference
32-314-2958,24,Male,Middle,Married,Nanhuang,Home Appliances,$437.30,7.00,"$3,061.10",Mixed,7,Cash,7/24/2024,TRUE,Impulsive,No Preference
67-697-2331,22,Male,Middle,Married,Tanudan,Groceries,$277.29,4.00,"$1,109.16",Mixed,8,Credit Card,1/27/2024,TRUE,Wants-based,No Preference
28-855-1639,46,Male,High,Single,Jiaozuo,Electronics,$445.93,6.00,"$2,675.58",Online,4,Debit Card,5/15/2024,FALSE,Need-based,No Preference
38-069-8615,37,Female,Middle,Married,Takāb,Software & Apps,$242.79,6.00,"$1,456.74",Mixed,7,Other,1/20/2024,TRUE,Impulsive,Express
58-233-5963,34,Male,High,Single,Gualeguay,Travel & Leisure (Flights,$393.09,8.00,"$3,144.72",Online,3,Cash,04/11/2024,FALSE,Planned,Standard
02-004-0620,32,Male,Middle,Single,Lagoa Seca,Groceries,$167.61,2.00,$335.22,Online,2,Other,11/10/2024,TRUE,Need-based,No Preference
78-822-9328,44,Male,High,Divorced,Bugarama,Gardening & Outdoors,$324.22,2.00,$648.44,In-Store,6,PayPal,4/18/2024,FALSE,Wants-based,Express
73-359-1998,24,Female,Middle,Divorced,Dicamay,Mobile Accessories,$159.30,11.00,"$1,752.30",Mixed,6,PayPal,4/24/2024,FALSE,Impulsive,Express
84-459-7736,22,Genderqueer,Middle,Widowed,Xiluodu,Luxury Goods,$324.39,5.00,"$1,621.95",Online,6,PayPal,11/19/2024,TRUE,Need-based,Express
07-395-5818,37,Agender,High,Single,Ḩabābah,Clothing,$198.89,2.00,$397.78,In-Store,4,Credit Card,01/12/2024,FALSE,Impulsive,Standard
07-560-6637,41,Female,Middle,Divorced,Lobuk,Clothing,$287.18,7.00,"$2,010.26",In-Store,1,Debit Card,03/11/2024,TRUE,Planned,No Preference
61-926-1691,32,Male,High,Divorced,Waiwukak,Office Supplies,$162.24,7.00,"$1,135.68",In-Store,6,PayPal,10/11/2024,FALSE,Wants-based,Express
68-129-1060,37,Female,High,Divorced,Abaeté,Arts & Crafts,$92.97,6.00,$557.82,In-Store,7,Other,12/15/2024,FALSE,Impulsive,Standard
04-052-5592,41,Male,Middle,Widowed,Xiaqiao,Food & Beverages,$144.39,12.00,"$1,732.68",In-Store,4,Cash,06/11/2024,TRUE,Impulsive,Standard
41-215-6092,37,Female,High,Single,Zubūbah,Books,$253.37,12.00,"$3,040.44",In-Store,9,Credit Card,05/08/2024,FALSE,Planned,Express
89-833-7175,43,Male,Middle,Widowed,Kęsowo,Animal Feed,$209.62,12.00,"$2,515.44",Mixed,7,Other,10/12/2024,TRUE,Planned,Standard
08-117-9893,49,Male,High,Single,Colombo,Baby Products,$411.62,6.00,"$2,469.72",Mixed,7,PayPal,10/05/2024,TRUE,Wants-based,Express
24-109-2173,27,Female,High,Single,Messíni,Food & Beverages,$388.01,2.00,$776.02,Online,2,PayPal,11/19/2024,FALSE,Wants-based,Standard
79-939-2140,41,Male,Middle,Widowed,Yishui,Health Care,$50.78,6.00,$304.68,Online,8,Debit Card,01/12/2024,FALSE,Need-based,Standard
95-999-0984,33,Male,High,Divorced,Nanyaojie,Packages),$159.82,2.00,$319.64,In-Store,8,Cash,12/09/2024,TRUE,Planned,No Preference
64-799-3174,46,Male,Middle,Divorced,Buzen,Travel & Leisure (Flights,$79.43,3.00,$238.29,In-Store,7,PayPal,1/15/2024,FALSE,Wants-based,No Preference
27-018-2262,42,Female,Middle,Married,Bom Jesus do Itabapoana,Travel & Leisure (Flights,$131.36,4.00,$525.44,In-Store,6,Debit Card,11/21/2024,FALSE,Wants-based,Express
38-881-0766,27,Male,Middle,Widowed,Centenario,Beauty & Personal Care,$299.75,12.00,"$3,597.00",Mixed,4,Credit Card,07/05/2024,FALSE,Need-based,No Preference
17-344-8603,29,Male,High,Divorced,Al Jīzah,Animal Feed,$319.38,9.00,"$2,874.42",In-Store,6,PayPal,11/15/2024,TRUE,Need-based,No Preference
51-387-9144,38,Male,High,Single,Thị Trấn Cẩm Thủy,Electronics,$476.48,8.00,"$3,811.84",Online,10,PayPal,07/06/2024,FALSE,Impulsive,Express
42-101-8525,21,Male,Middle,Widowed,Curahkalak Tengah,Gardening & Outdoors,$301.01,9.00,"$2,709.09",Mixed,8,Other,8/23/2024,FALSE,Need-based,Express
69-157-6752,18,Male,Middle,Single,Ebu,Electronics,$378.71,5.00,"$1,893.55",Online,5,Other,8/30/2024,TRUE,Planned,Express
27-843-5553,44,Non-binary,Middle,Single,Tío Pujio,Mobile Accessories,$314.32,6.00,"$1,885.92",Online,5,Credit Card,3/16/2024,TRUE,Impulsive,Standard
04-468-5487,22,Male,Middle,Married,Créteil,Office Supplies,$210.90,12.00,"$2,530.80",In-Store,1,Debit Card,8/17/2024,FALSE,Impulsive,Standard
08-584-8296,18,Female,Middle,Divorced,Shaxi,Food & Beverages,$218.26,4.00,$873.04,Mixed,8,Debit Card,2/27/2024,FALSE,Wants-based,Standard
81-014-4502,24,Female,Middle,Widowed,Kelīshād va Sūdarjān,Animal Feed,$424.18,5.00,"$2,120.90",Mixed,4,Debit Card,2/14/2024,FALSE,Need-based,Express
65-167-9819,28,Male,High,Divorced,Punta Gorda,Luxury Goods,$430.75,11.00,"$4,738.25",Online,8,Credit Card,6/24/2024,TRUE,Planned,No Preference
19-925-2376,24,Male,High,Single,Segodim,Mobile Accessories,$162.95,11.00,"$1,792.45",In-Store,8,Cash,7/21/2024,FALSE,Impulsive,Express
03-669-7519,40,Female,Middle,Married,Yinying,Health Supplements,$209.68,2.00,$419.36,Online,1,Other,6/30/2024,FALSE,Impulsive,Express
00-520-4376,50,Male,High,Widowed,Harembo,Beauty & Personal Care,$97.97,2.00,$195.94,In-Store,10,Credit Card,10/03/2024,TRUE,Planned,No Preference
62-701-1037,49,Male,Middle,Widowed,Lazarevac,Books,$192.51,9.00,"$1,732.59",Mixed,2,Credit Card,8/23/2024,TRUE,Need-based,Standard
87-806-4478,35,Male,Middle,Widowed,Al Jīzah,Electronics,$151.81,8.00,"$1,214.48",Online,10,Debit Card,1/13/2024,FALSE,Planned,No Preference
04-809-8989,25,Female,High,Married,Zhongcun,Furniture,$239.28,8.00,"$1,914.24",Online,5,Other,11/08/2024,FALSE,Impulsive,No Preference
39-867-1989,40,Female,High,Widowed,Gaopeng,Mobile Accessories,$306.17,4.00,"$1,224.68",In-Store,6,PayPal,1/29/2024,FALSE,Wants-based,Express
45-584-7333,40,Female,High,Widowed,Tabonok,Electronics,$370.38,11.00,"$4,074.18",In-Store,1,Other,03/04/2024,TRUE,Wants-based,No Preference
85-885-6579,50,Male,Middle,Single,Tirana,Arts & Crafts,$346.58,6.00,"$2,079.48",Mixed,9,Other,06/03/2024,FALSE,Impulsive,Express
65-457-2840,24,Male,Middle,Single,Maralal,Software & Apps,$292.64,5.00,"$1,463.20",In-Store,10,Credit Card,12/06/2024,TRUE,Wants-based,Standard
82-726-1255,30,Female,Middle,Married,Xinjiang,Travel & Leisure (Flights,$102.91,12.00,"$1,234.92",Mixed,10,PayPal,3/26/2024,TRUE,Impulsive,Express
90-602-3583,32,Female,High,Widowed,Mocho,Home Appliances,$283.78,4.00,"$1,135.12",Mixed,6,Debit Card,08/09/2024,TRUE,Need-based,Express
02-711-1034,48,Female,High,Widowed,Likhoy,Beauty & Personal Care,$51.44,2.00,$102.88,In-Store,1,Other,5/17/2024,TRUE,Planned,No Preference
27-347-7437,44,Female,High,Married,Mineiros,Luxury Goods,$405.70,12.00,"$4,868.40",Online,10,Credit Card,2/17/2024,TRUE,Wants-based,Standard
95-675-7816,19,Female,High,Widowed,Noisy-le-Grand,Groceries,$311.74,11.00,"$3,429.14",Mixed,10,PayPal,1/17/2024,TRUE,Impulsive,Express
87-418-1400,39,Male,Middle,Widowed,Taoyuan,Clothing,$293.43,9.00,"$2,640.87",In-Store,5,Cash,07/05/2024,FALSE,Need-based,Standard
73-991-0066,35,Female,High,Single,San Marcos de Colón,Baby Products,$418.51,6.00,"$2,511.06",Online,2,Credit Card,05/01/2024,FALSE,Need-based,Standard
62-273-8089,39,Male,Middle,Single,Pokrovka,Health Care,$85.03,9.00,$765.27,In-Store,9,Credit Card,10/06/2024,TRUE,Wants-based,Express
51-220-3072,31,Male,Middle,Married,Shuntian,Mobile Accessories,$164.94,4.00,$659.76,In-Store,2,PayPal,7/18/2024,TRUE,Wants-based,Express
17-648-0171,38,Female,High,Widowed,João Câmara,Groceries,$89.32,11.00,$982.52,Online,3,Other,4/23/2024,TRUE,Wants-based,No Preference
11-975-9054,33,Male,Middle,Married,Cunha,Clothing,$388.26,2.00,$776.52,Mixed,7,Credit Card,04/02/2024,FALSE,Planned,No Preference
75-518-2831,33,Male,Middle,Divorced,Fengyi,Jewelry & Accessories,$106.69,5.00,$533.45,Online,10,PayPal,9/20/2024,FALSE,Wants-based,Standard
13-297-9777,42,Agender,Middle,Married,Myshkin,Packages),$301.16,10.00,"$3,011.60",Online,9,Cash,7/26/2024,FALSE,Need-based,Standard
81-604-7906,49,Male,Middle,Divorced,Tewulike,Hotels,$61.71,6.00,$370.26,Mixed,7,Cash,10/03/2024,FALSE,Impulsive,No Preference
87-518-0375,46,Non-binary,Middle,Divorced,Bistrinci,Sports & Outdoors,$83.33,11.00,$916.63,In-Store,6,Debit Card,2/27/2024,TRUE,Planned,Express
53-437-2629,42,Male,High,Single,Chenguang,Books,$411.81,4.00,"$1,647.24",Mixed,1,Cash,04/08/2024,TRUE,Planned,Standard
46-681-0764,44,Female,Middle,Married,Muara,Luxury Goods,$114.93,3.00,$344.79,In-Store,4,Other,8/23/2024,TRUE,Impulsive,Standard
43-990-6454,33,Female,High,Divorced,Qorveh,Jewelry & Accessories,$438.42,11.00,"$4,822.62",Online,4,Cash,09/10/2024,TRUE,Planned,Express
55-570-3804,36,Male,Middle,Widowed,Bom Despacho,Luxury Goods,$189.97,2.00,$379.94,In-Store,3,Credit Card,03/06/2024,TRUE,Need-based,Standard
29-067-4901,35,Male,High,Divorced,Arhust,Health Supplements,$227.03,12.00,"$2,724.36",Online,10,PayPal,07/07/2024,TRUE,Planned,Standard
93-957-6269,26,Male,High,Divorced,Thaton,Home Appliances,$278.49,4.00,"$1,113.96",Mixed,5,Credit Card,09/08/2024,TRUE,Need-based,Express
81-225-6647,43,Female,High,Widowed,Changbai,Animal Feed,$120.56,5.00,$602.80,Online,7,Debit Card,06/03/2024,FALSE,Need-based,Express
64-706-7841,25,Male,High,Divorced,Kragan,Gardening & Outdoors,$320.94,11.00,"$3,530.34",Online,10,Cash,11/08/2024,FALSE,Impulsive,No Preference
47-178-9529,37,Female,High,Divorced,Bida,Jewelry & Accessories,$217.72,3.00,$653.16,In-Store,4,Debit Card,10/16/2024,FALSE,Wants-based,No Preference
63-808-3641,25,Male,High,Widowed,Pointe Michel,Home Appliances,$222.61,3.00,$667.83,Online,1,PayPal,07/03/2024,FALSE,Need-based,Standard
85-738-8909,40,Female,Middle,Divorced,Juyuan,Beauty & Personal Care,$102.73,3.00,$308.19,Mixed,5,Debit Card,7/18/2024,FALSE,Wants-based,Express
40-224-1057,40,Female,Middle,Married,Sabugo,Sports & Outdoors,$426.87,2.00,$853.74,In-Store,4,Debit Card,3/14/2024,FALSE,Wants-based,No Preference
24-853-1635,20,Female,Middle,Widowed,Huangjin,Jewelry & Accessories,$473.28,5.00,"$2,366.40",Online,9,Cash,12/09/2024,FALSE,Need-based,Standard
61-627-1822,39,Male,High,Widowed,Huquan,Jewelry & Accessories,$446.03,9.00,"$4,014.27",In-Store,7,Other,6/26/2024,TRUE,Need-based,Express
89-392-5002,19,Female,High,Single,Xinqiao,Arts & Crafts,$287.95,3.00,$863.85,Mixed,7,PayPal,11/12/2024,TRUE,Planned,Standard
71-573-6085,31,Female,Middle,Widowed,Trzemeszno,Luxury Goods,$132.52,6.00,$795.12,Mixed,10,Debit Card,12/20/2024,TRUE,Impulsive,Express
91-810-3612,36,Female,Middle,Married,Dashkawka,Sports & Outdoors,$379.20,7.00,"$2,654.40",Online,2,Debit Card,5/28/2024,TRUE,Need-based,No Preference
07-323-0255,31,Genderfluid,Middle,Married,Sakura,Groceries,$447.53,4.00,"$1,790.12",Online,6,PayPal,10/13/2024,TRUE,Wants-based,No Preference
81-054-5343,45,Female,High,Divorced,Lianghu,Office Supplies,$138.44,4.00,$553.76,Mixed,2,Cash,2/22/2024,FALSE,Wants-based,Express
14-854-9545,45,Agender,Middle,Single,Karabash,Home Appliances,$440.62,8.00,"$3,524.96",Mixed,3,Debit Card,02/01/2024,TRUE,Need-based,Express
52-150-4629,23,Female,High,Divorced,Maomiaoji,Sports & Outdoors,$145.98,4.00,$583.92,In-Store,5,Other,9/16/2024,FALSE,Need-based,No Preference
48-918-4473,28,Male,Middle,Married,Pingtian,Software & Apps,$405.66,11.00,"$4,462.26",Online,3,Cash,4/27/2024,TRUE,Impulsive,Express
06-764-5496,26,Female,High,Single,Tišina,Clothing,$419.98,7.00,"$2,939.86",In-Store,10,PayPal,4/28/2024,TRUE,Impulsive,No Preference
67-036-4295,50,Female,Middle,Divorced,Montceau-les-Mines,Arts & Crafts,$260.14,5.00,"$1,300.70",Online,7,Other,09/01/2024,TRUE,Need-based,Standard
35-880-9374,36,Female,Middle,Widowed,Karengan,Arts & Crafts,$368.91,10.00,"$3,689.10",In-Store,10,Debit Card,3/21/2024,FALSE,Need-based,No Preference
08-614-6177,32,Male,Middle,Widowed,Sungai Raya,Home Appliances,$100.32,2.00,$200.64,In-Store,1,Credit Card,12/11/2024,FALSE,Planned,Express
35-879-0014,34,Male,High,Married,Zwedru,Food & Beverages,$107.82,7.00,$754.74,Mixed,10,Credit Card,12/04/2024,FALSE,Wants-based,No Preference
91-570-2695,50,Male,Middle,Married,Ţahţā,Baby Products,$83.88,11.00,$922.68,Online,6,Other,2/24/2024,TRUE,Planned,Express
54-193-3526,24,Female,Middle,Widowed,Masaran,Travel & Leisure (Flights,$81.25,9.00,$731.25,Online,8,Cash,5/24/2024,TRUE,Planned,No Preference
55-237-7991,49,Male,Middle,Widowed,Huangtang,Home Appliances,$125.80,12.00,"$1,509.60",In-Store,8,PayPal,5/18/2024,FALSE,Planned,No Preference
90-569-7391,18,Female,Middle,Single,Skoútari,Health Supplements,$197.90,11.00,"$2,176.90",Mixed,4,Debit Card,04/02/2024,TRUE,Wants-based,Standard
88-395-8741,44,Male,High,Divorced,Jelat,Travel & Leisure (Flights,$299.09,8.00,"$2,392.72",In-Store,7,Debit Card,6/24/2024,FALSE,Impulsive,Standard
06-638-0433,41,Male,High,Married,Doibang,Travel & Leisure (Flights,$79.30,10.00,$793.00,Online,4,Debit Card,09/03/2024,FALSE,Planned,No Preference
84-208-7045,33,Male,High,Divorced,Kazimierz Dolny,Books,$55.73,12.00,$668.76,In-Store,3,PayPal,5/19/2024,FALSE,Need-based,Express
71-568-0867,46,Male,High,Single,Margasari,Software & Apps,$256.44,8.00,"$2,051.52",In-Store,6,Other,08/04/2024,FALSE,Wants-based,Express
18-925-1867,23,Female,High,Married,Garça,Toys & Games,$337.21,12.00,"$4,046.52",Online,9,Debit Card,10/24/2024,TRUE,Planned,Express
69-394-1424,35,Female,High,Single,Muff,Software & Apps,$494.97,12.00,"$5,939.64",In-Store,5,Debit Card,8/16/2024,FALSE,Planned,No Preference
91-695-8237,31,Female,Middle,Widowed,Kryva Hora,Arts & Crafts,$238.58,6.00,"$1,431.48",Online,9,PayPal,06/11/2024,TRUE,Wants-based,Standard
68-458-0904,20,Female,High,Single,Pyra,Sports & Outdoors,$131.90,8.00,"$1,055.20",Mixed,4,Credit Card,11/01/2024,TRUE,Planned,No Preference
28-862-5550,49,Female,Middle,Married,General Lavalle,Food & Beverages,$403.03,12.00,"$4,836.36",Mixed,1,Other,8/22/2024,TRUE,Wants-based,Standard
85-666-7449,26,Female,High,Widowed,Zhongzhang,Health Supplements,$338.60,10.00,"$3,386.00",In-Store,3,Other,8/24/2024,FALSE,Planned,No Preference
30-987-7421,36,Male,Middle,Widowed,Estacion,Furniture,$365.38,11.00,"$4,019.18",Online,9,Cash,08/01/2024,FALSE,Wants-based,Express
39-107-6852,21,Male,Middle,Married,Xinglongchang,Sports & Outdoors,$433.99,11.00,"$4,773.89",Mixed,2,Credit Card,02/09/2024,FALSE,Need-based,No Preference
85-467-6564,35,Female,Middle,Widowed,San Nicolas,Health Care,$495.95,5.00,"$2,479.75",In-Store,7,Other,04/10/2024,FALSE,Planned,No Preference
82-692-9306,41,Male,High,Married,Ropa,Baby Products,$356.22,7.00,"$2,493.54",In-Store,7,Credit Card,06/10/2024,FALSE,Planned,Express
18-593-8611,22,Genderqueer,High,Single,San Diego,Health Supplements,$156.40,7.00,"$1,094.80",In-Store,7,Credit Card,11/07/2024,FALSE,Need-based,Standard
93-093-0556,42,Male,Middle,Single,Pan-an,Sports & Outdoors,$454.36,3.00,"$1,363.08",In-Store,8,Cash,9/16/2024,TRUE,Planned,No Preference
59-080-5779,50,Male,High,Single,Shu,Software & Apps,$486.07,11.00,"$5,346.77",Mixed,6,Credit Card,1/16/2024,FALSE,Planned,Standard
